Month_Registered,Zip_Code,City,County,Total_EV_Registrations
2023-10-31,21607,Barclay,Queen Anne's County,2
2023-10-31,21609,Bethlehem,Caroline County,0
2023-10-31,21610,Betterton,Kent County,2
2023-10-31,21612,Bozman,Talbot County,5
2023-10-31,21613,Cambridge,Dorchester County,84
2023-10-31,21617,Centreville,Queen Anne's County,82
2023-10-31,21619,Chester,Queen Anne's County,95
2023-10-31,21620,Chestertown,Kent County,104
2023-10-31,21622,Church Creek,Dorchester County,0
2023-10-31,21623,Church Hill,Queen Anne's County,16
2023-10-31,21624,Claiborne,Talbot County,2
2023-10-31,21625,Cordova,Talbot County,15
2023-10-31,21626,Crapo,Dorchester County,0
2023-10-31,21627,Crocheron,Dorchester County,1
2023-10-31,21628,Crumpton,Queen Anne's County,1
2023-10-31,21629,Denton,Caroline County,47
2023-10-31,21631,East New Market,Dorchester County,10
2023-10-31,21632,Federalsburg,Caroline County,13
2023-10-31,21634,Fishing Creek,Dorchester County,2
2023-10-31,21635,Galena,Kent County,13
2023-10-31,21636,Goldsboro,Caroline County,1
2023-10-31,21638,Grasonville,Queen Anne's County,62
2023-10-31,21639,Greensboro,Caroline County,9
2023-10-31,21640,Henderson,Caroline County,2
2023-10-31,21641,Hillsboro,Caroline County,0
2023-10-31,21643,Hurlock,Dorchester County,17
2023-10-31,21644,Ingleside,Queen Anne's County,0
2023-10-31,21645,Kennedyville,Kent County,6
2023-10-31,21647,Mcdaniel,Talbot County,1
2023-10-31,21648,Madison,Dorchester County,2
2023-10-31,21649,Marydel,Caroline County,5
2023-10-31,21650,Massey,Kent County,0
2023-10-31,21651,Millington,Kent County,10
2023-10-31,21652,Neavitt,Talbot County,4
2023-10-31,21653,Newcomb,Talbot County,1
2023-10-31,21654,Oxford,Talbot County,44
2023-10-31,21655,Preston,Caroline County,22
2023-10-31,21656,Price,Queen Anne's County,0
2023-10-31,21657,Queen Anne,Queen Anne's County,7
2023-10-31,21658,Queenstown,Queen Anne's County,37
2023-10-31,21659,Rhodesdale,Dorchester County,2
2023-10-31,21660,Ridgely,Caroline County,12
2023-10-31,21661,Rock Hall,Kent County,17
2023-10-31,21662,Royal Oak,Talbot County,13
2023-10-31,21663,Saint Michaels,Talbot County,58
2023-10-31,21664,Secretary,Dorchester County,5
2023-10-31,21665,Sherwood,Talbot County,2
2023-10-31,21666,Stevensville,Queen Anne's County,176
2023-10-31,21667,Still Pond,Kent County,1
2023-10-31,21668,Sudlersville,Queen Anne's County,4
2023-10-31,21669,Taylors Island,Dorchester County,0
2023-10-31,21670,Templeville,Caroline County,0
2023-10-31,21671,Tilghman,Talbot County,10
2023-10-31,21672,Toddville,Dorchester County,0
2023-10-31,21673,Trappe,Talbot County,20
2023-10-31,21675,Wingate,Dorchester County,0
2023-10-31,21676,Wittman,Talbot County,5
2023-10-31,21677,Woolford,Dorchester County,5
2023-10-31,21678,Worton,Kent County,5
2023-10-31,21679,Wye Mills,Talbot County,6
2023-10-31,21681,Ridgely,Caroline County,0
2023-10-31,21682,Ridgely,Caroline County,0
2023-10-31,21683,Ridgely,Caroline County,0
2023-10-31,21684,Ridgely,Caroline County,0
2023-10-31,21685,Ridgely,Caroline County,0
2023-10-31,21686,Ridgely,Caroline County,0
2023-10-31,21687,Ridgely,Caroline County,0
2023-10-31,21688,Ridgely,Caroline County,0
2023-10-31,21690,Chestertown,Queen Anne's County,0
2023-10-31,21701,Frederick,Frederick County,626
2023-10-31,21702,Frederick,Frederick County,523
2023-10-31,21703,Frederick,Frederick County,525
2023-10-31,21704,Frederick,Frederick County,755
2023-10-31,21705,Frederick,Frederick County,0
2023-10-31,21709,Frederick,Frederick County,0
2023-10-31,21710,Adamstown,Frederick County,96
2023-10-31,21711,Big Pool,Washington County,4
2023-10-31,21713,Boonsboro,Washington County,74
2023-10-31,21714,Braddock Heights,Frederick County,9
2023-10-31,21715,Brownsville,Washington County,0
2023-10-31,21716,Brunswick,Frederick County,139
2023-10-31,21717,Buckeystown,Frederick County,3
2023-10-31,21718,Burkittsville,Frederick County,2
2023-10-31,21719,Cascade,Washington County,3
2023-10-31,21720,Cavetown,Washington County,0
2023-10-31,21721,Chewsville,Washington County,0
2023-10-31,21722,Clear Spring,Washington County,20
2023-10-31,21723,Cooksville,Howard County,40
2023-10-31,21727,Emmitsburg,Frederick County,28
2023-10-31,21733,Fairplay,Washington County,9
2023-10-31,21734,Funkstown,Washington County,4
2023-10-31,21737,Glenelg,Howard County,118
2023-10-31,21738,Glenwood,Howard County,126
2023-10-31,21740,Hagerstown,Washington County,304
2023-10-31,21741,Hagerstown,Washington County,0
2023-10-31,21742,Hagerstown,Washington County,234
2023-10-31,21746,Hagerstown,Washington County,0
2023-10-31,21747,Hagerstown,Washington County,0
2023-10-31,21748,Hagerstown,Washington County,0
2023-10-31,21749,Hagerstown,Washington County,0
2023-10-31,21750,Hancock,Washington County,10
2023-10-31,21754,Ijamsville,Frederick County,212
2023-10-31,21755,Jefferson,Frederick County,65
2023-10-31,21756,Keedysville,Washington County,36
2023-10-31,21757,Keymar,Carroll County,10
2023-10-31,21758,Knoxville,Frederick County,65
2023-10-31,21759,Ladiesburg,Frederick County,0
2023-10-31,21762,Libertytown,Frederick County,5
2023-10-31,21765,Lisbon,Howard County,0
2023-10-31,21766,Little Orleans,Allegany County,3
2023-10-31,21767,Maugansville,Washington County,3
2023-10-31,21769,Middletown,Frederick County,238
2023-10-31,21770,Monrovia,Frederick County,274
2023-10-31,21771,Mount Airy,Frederick County,506
2023-10-31,21773,Myersville,Frederick County,92
2023-10-31,21774,New Market,Frederick County,511
2023-10-31,21775,New Midway,Frederick County,0
2023-10-31,21776,New Windsor,Carroll County,53
2023-10-31,21777,Point Of Rocks,Frederick County,35
2023-10-31,21778,Rocky Ridge,Frederick County,6
2023-10-31,21779,Rohrersville,Washington County,9
2023-10-31,21780,Sabillasville,Frederick County,9
2023-10-31,21781,Saint James,Washington County,0
2023-10-31,21782,Sharpsburg,Washington County,20
2023-10-31,21783,Smithsburg,Washington County,42
2023-10-31,21784,Sykesville,Carroll County,613
2023-10-31,21787,Taneytown,Carroll County,66
2023-10-31,21788,Thurmont,Frederick County,57
2023-10-31,21790,Tuscarora,Frederick County,3
2023-10-31,21791,Union Bridge,Carroll County,46
2023-10-31,21792,Unionville,Frederick County,0
2023-10-31,21793,Walkersville,Frederick County,91
2023-10-31,21794,West Friendship,Howard County,91
2023-10-31,21795,Williamsport,Washington County,43
2023-10-31,21797,Woodbine,Howard County,209
2023-10-31,21798,Woodsboro,Frederick County,21
2023-10-31,21801,Salisbury,Wicomico County,185
2023-10-31,21802,Salisbury,Wicomico County,0
2023-10-31,21803,Salisbury,Wicomico County,0
2023-10-31,21804,Salisbury,Wicomico County,131
2023-10-31,21810,Allen,Wicomico County,0
2023-10-31,21811,Berlin,Worcester County,197
2023-10-31,21813,Bishopville,Worcester County,26
2023-10-31,21814,Bivalve,Wicomico County,0
2023-10-31,21817,Crisfield,Somerset County,10
2023-10-31,21821,Deal Island,Somerset County,2
2023-10-31,21822,Eden,Worcester County,6
2023-10-31,21824,Ewell,Somerset County,0
2023-10-31,21826,Fruitland,Wicomico County,14
2023-10-31,21829,Girdletree,Worcester County,1
2023-10-31,21830,Hebron,Wicomico County,20
2023-10-31,21835,Linkwood,Dorchester County,0
2023-10-31,21836,Manokin,Somerset County,0
2023-10-31,21837,Mardela Springs,Wicomico County,8
2023-10-31,21838,Marion Station,Somerset County,6
2023-10-31,21840,Nanticoke,Wicomico County,3
2023-10-31,21841,Newark,Worcester County,3
2023-10-31,21842,Ocean City,Worcester County,136
2023-10-31,21843,Ocean City,Worcester County,0
2023-10-31,21849,Parsonsburg,Wicomico County,5
2023-10-31,21850,Pittsville,Wicomico County,8
2023-10-31,21851,Pocomoke City,Worcester County,21
2023-10-31,21852,Powellville,Wicomico County,0
2023-10-31,21853,Princess Anne,Somerset County,16
2023-10-31,21856,Quantico,Wicomico County,3
2023-10-31,21857,Rehobeth,Somerset County,0
2023-10-31,21861,Sharptown,Wicomico County,0
2023-10-31,21862,Showell,Worcester County,0
2023-10-31,21863,Snow Hill,Worcester County,28
2023-10-31,21864,Stockton,Worcester County,0
2023-10-31,21865,Tyaskin,Wicomico County,2
2023-10-31,21866,Tylerton,Somerset County,0
2023-10-31,21867,Upper Fairmount,Somerset County,0
2023-10-31,21869,Vienna,Dorchester County,5
2023-10-31,21871,Westover,Somerset County,5
2023-10-31,21872,Whaleyville,Worcester County,4
2023-10-31,21874,Willards,Wicomico County,3
2023-10-31,21875,Delmar,Wicomico County,51
2023-10-31,21890,Westover,Somerset County,0
2023-10-31,21901,North East,Cecil County,113
2023-10-31,21902,Perry Point,Cecil County,0
2023-10-31,21903,Perryville,Cecil County,30
2023-10-31,21904,Port Deposit,Cecil County,36
2023-10-31,21911,Rising Sun,Cecil County,40
2023-10-31,21912,Warwick,Cecil County,13
2023-10-31,21913,Cecilton,Cecil County,2
2023-10-31,21914,Charlestown,Cecil County,5
2023-10-31,21915,Chesapeake City,Cecil County,26
2023-10-31,21916,Childs,Cecil County,0
2023-10-31,21917,Colora,Cecil County,18
2023-10-31,21918,Conowingo,Cecil County,12
2023-10-31,21919,Earleville,Cecil County,22
2023-10-31,21920,Elk Mills,Cecil County,0
2023-10-31,21921,Elkton,Cecil County,209
2023-10-31,21922,Elkton,Cecil County,0
2023-10-31,21930,Georgetown,Cecil County,2
2023-11-30,20601,Waldorf,Charles County,197
2023-11-30,20602,Waldorf,Charles County,190
2023-11-30,20603,Waldorf,Charles County,365
2023-11-30,20604,Waldorf,Charles County,0
2023-11-30,20606,Abell,Saint Mary's County,4
2023-11-30,20607,Accokeek,Prince George's County,222
2023-11-30,20608,Aquasco,Prince George's County,2
2023-11-30,20609,Avenue,Saint Mary's County,3
2023-11-30,20610,Barstow,Calvert County,0
2023-11-30,20611,Bel Alton,Charles County,5
2023-11-30,20612,Benedict,Charles County,2
2023-11-30,20613,Brandywine,Prince George's County,228
2023-11-30,20615,Broomes Island,Calvert County,3
2023-11-30,20616,Bryans Road,Charles County,55
2023-11-30,20617,Bryantown,Charles County,11
2023-11-30,20618,Bushwood,Saint Mary's County,6
2023-11-30,20619,California,Saint Mary's County,172
2023-11-30,20620,Callaway,Saint Mary's County,16
2023-11-30,20621,Chaptico,Saint Mary's County,5
2023-11-30,20622,Charlotte Hall,Saint Mary's County,25
2023-11-30,20623,Cheltenham,Prince George's County,25
2023-11-30,20624,Clements,Saint Mary's County,4
2023-11-30,20625,Cobb Island,Charles County,3
2023-11-30,20626,Coltons Point,Saint Mary's County,1
2023-11-30,20627,Compton,Saint Mary's County,0
2023-11-30,20628,Dameron,Saint Mary's County,13
2023-11-30,20629,Dowell,Calvert County,2
2023-11-30,20630,Drayden,Saint Mary's County,7
2023-11-30,20632,Faulkner,Charles County,3
2023-11-30,20634,Great Mills,Saint Mary's County,62
2023-11-30,20635,Helen,Saint Mary's County,0
2023-11-30,20636,Hollywood,Saint Mary's County,120
2023-11-30,20637,Hughesville,Charles County,78
2023-11-30,20639,Huntingtown,Calvert County,185
2023-11-30,20640,Indian Head,Charles County,77
2023-11-30,20643,Ironsides,Charles County,0
2023-11-30,20645,Issue,Charles County,14
2023-11-30,20646,La Plata,Charles County,213
2023-11-30,20650,Leonardtown,Saint Mary's County,200
2023-11-30,20653,Lexington Park,Saint Mary's County,158
2023-11-30,20656,Loveville,Saint Mary's County,0
2023-11-30,20657,Lusby,Calvert County,147
2023-11-30,20658,Marbury,Charles County,12
2023-11-30,20659,Mechanicsville,Saint Mary's County,101
2023-11-30,20660,Morganza,Saint Mary's County,0
2023-11-30,20661,Mount Victoria,Charles County,0
2023-11-30,20662,Nanjemoy,Charles County,15
2023-11-30,20664,Newburg,Charles County,14
2023-11-30,20667,Park Hall,Saint Mary's County,4
2023-11-30,20670,Patuxent River,Saint Mary's County,5
2023-11-30,20674,Piney Point,Saint Mary's County,15
2023-11-30,20675,Pomfret,Charles County,28
2023-11-30,20676,Port Republic,Calvert County,47
2023-11-30,20677,Port Tobacco,Charles County,35
2023-11-30,20678,Prince Frederick,Calvert County,107
2023-11-30,20680,Ridge,Saint Mary's County,1
2023-11-30,20682,Rock Point,Charles County,0
2023-11-30,20684,Saint Inigoes,Saint Mary's County,18
2023-11-30,20685,Saint Leonard,Calvert County,64
2023-11-30,20686,Saint Marys City,Saint Mary's County,4
2023-11-30,20687,Scotland,Saint Mary's County,3
2023-11-30,20688,Solomons,Calvert County,40
2023-11-30,20689,Sunderland,Calvert County,27
2023-11-30,20690,Tall Timbers,Saint Mary's County,14
2023-11-30,20692,Valley Lee,Saint Mary's County,5
2023-11-30,20693,Welcome,Charles County,8
2023-11-30,20695,White Plains,Charles County,194
2023-11-30,20697,Southern Md Facility,Prince George's County,0
2023-11-30,20701,Annapolis Junction,Howard County,24
2023-11-30,20703,Lanham,Prince George's County,0
2023-11-30,20704,Beltsville,Prince George's County,0
2023-11-30,20705,Beltsville,Prince George's County,268
2023-11-30,20706,Lanham,Prince George's County,312
2023-11-30,20707,Laurel,Prince George's County,429
2023-11-30,20708,Laurel,Prince George's County,171
2023-11-30,20709,Laurel,Prince George's County,0
2023-11-30,20710,Bladensburg,Prince George's County,12
2023-11-30,20711,Lothian,Anne Arundel County,65
2023-11-30,20712,Mount Rainier,Prince George's County,62
2023-11-30,20714,North Beach,Calvert County,41
2023-11-30,20715,Bowie,Prince George's County,299
2023-11-30,20716,Bowie,Prince George's County,270
2023-11-30,20717,Bowie,Prince George's County,0
2023-11-30,20718,Bowie,Prince George's County,0
2023-11-30,20719,Bowie,Prince George's County,0
2023-11-30,20720,Bowie,Prince George's County,419
2023-11-30,20721,Bowie,Prince George's County,494
2023-11-30,20722,Brentwood,Prince George's County,58
2023-11-30,20723,Laurel,Howard County,833
2023-11-30,20724,Laurel,Anne Arundel County,207
2023-11-30,20725,Laurel,Prince George's County,0
2023-11-30,20726,Laurel,Prince George's County,0
2023-11-30,20731,Capitol Heights,Prince George's County,0
2023-11-30,20732,Chesapeake Beach,Calvert County,163
2023-11-30,20733,Churchton,Anne Arundel County,36
2023-11-30,20735,Clinton,Prince George's County,313
2023-11-30,20736,Owings,Calvert County,125
2023-11-30,20737,Riverdale,Prince George's County,111
2023-11-30,20738,Riverdale,Prince George's County,0
2023-11-30,20740,College Park,Prince George's County,334
2023-11-30,20741,College Park,Prince George's County,0
2023-11-30,20742,College Park,Prince George's County,0
2023-11-30,20743,Capitol Heights,Prince George's County,235
2023-11-30,20744,Fort Washington,Prince George's County,546
2023-11-30,20745,Oxon Hill,Prince George's County,213
2023-11-30,20746,Suitland,Prince George's County,126
2023-11-30,20747,District Heights,Prince George's County,92
2023-11-30,20748,Temple Hills,Prince George's County,150
2023-11-30,20749,Fort Washington,Prince George's County,0
2023-11-30,20750,Oxon Hill,Prince George's County,0
2023-11-30,20751,Deale,Anne Arundel County,28
2023-11-30,20752,Suitland,Prince George's County,0
2023-11-30,20753,District Heights,Prince George's County,0
2023-11-30,20754,Dunkirk,Calvert County,89
2023-11-30,20755,Fort George G Meade,Anne Arundel County,64
2023-11-30,20757,Temple Hills,Prince George's County,0
2023-11-30,20758,Friendship,Anne Arundel County,8
2023-11-30,20759,Fulton,Howard County,496
2023-11-30,20762,Andrews Air Force Base,Prince George's County,20
2023-11-30,20763,Savage,Howard County,32
2023-11-30,20764,Shady Side,Anne Arundel County,35
2023-11-30,20765,Galesville,Anne Arundel County,5
2023-11-30,20768,Greenbelt,Prince George's County,0
2023-11-30,20769,Glenn Dale,Prince George's County,132
2023-11-30,20770,Greenbelt,Prince George's County,300
2023-11-30,20771,Greenbelt,Prince George's County,2
2023-11-30,20772,Upper Marlboro,Prince George's County,802
2023-11-30,20773,Upper Marlboro,Prince George's County,0
2023-11-30,20774,Upper Marlboro,Prince George's County,663
2023-11-30,20775,Upper Marlboro,Prince George's County,0
2023-11-30,20776,Harwood,Anne Arundel County,53
2023-11-30,20777,Highland,Howard County,204
2023-11-30,20778,West River,Anne Arundel County,36
2023-11-30,20779,Tracys Landing,Anne Arundel County,18
2023-11-30,20781,Hyattsville,Prince George's County,162
2023-11-30,20782,Hyattsville,Prince George's County,257
2023-11-30,20783,Hyattsville,Prince George's County,123
2023-11-30,20784,Hyattsville,Prince George's County,72
2023-11-30,20785,Hyattsville,Prince George's County,209
2023-11-30,20787,Hyattsville,Prince George's County,0
2023-11-30,20788,Hyattsville,Prince George's County,0
2023-11-30,20790,Capitol Heights,Prince George's County,0
2023-11-30,20791,Capitol Heights,Prince George's County,0
2023-11-30,20792,Upper Marlboro,Prince George's County,0
2023-11-30,20794,Jessup,Howard County,209
2023-11-30,20797,Southern Md Facility,Prince George's County,0
2023-11-30,20799,Capitol Heights,Prince George's County,0
2023-11-30,20810,Bethesda,Montgomery County,0
2023-11-30,20811,Bethesda,Montgomery County,0
2023-11-30,20812,Glen Echo,Montgomery County,19
2023-11-30,20813,Bethesda,Montgomery County,0
2023-11-30,20814,Bethesda,Montgomery County,1271
2023-11-30,20815,Chevy Chase,Montgomery County,1348
2023-11-30,20816,Bethesda,Montgomery County,818
2023-11-30,20817,Bethesda,Montgomery County,2160
2023-11-30,20818,Cabin John,Montgomery County,125
2023-11-30,20824,Bethesda,Montgomery County,1
2023-11-30,20825,Chevy Chase,Montgomery County,0
2023-11-30,20827,Bethesda,Montgomery County,0
2023-11-30,20830,Olney,Montgomery County,0
2023-11-30,20832,Olney,Montgomery County,451
2023-11-30,20833,Brookeville,Montgomery County,242
2023-11-30,20837,Poolesville,Montgomery County,222
2023-11-30,20838,Barnesville,Montgomery County,4
2023-11-30,20839,Beallsville,Montgomery County,4
2023-11-30,20841,Boyds,Montgomery County,376
2023-11-30,20842,Dickerson,Montgomery County,55
2023-11-30,20847,Rockville,Montgomery County,0
2023-11-30,20848,Rockville,Montgomery County,0
2023-11-30,20849,Rockville,Montgomery County,1
2023-11-30,20850,Rockville,Montgomery County,2677
2023-11-30,20851,Rockville,Montgomery County,191
2023-11-30,20852,Rockville,Montgomery County,1234
2023-11-30,20853,Rockville,Montgomery County,607
2023-11-30,20854,Potomac,Montgomery County,2910
2023-11-30,20855,Derwood,Montgomery County,806
2023-11-30,20857,Rockville,Montgomery County,0
2023-11-30,20859,Potomac,Montgomery County,1
2023-11-30,20860,Sandy Spring,Montgomery County,62
2023-11-30,20861,Ashton,Montgomery County,110
2023-11-30,20862,Brinklow,Montgomery County,17
2023-11-30,20866,Burtonsville,Montgomery County,214
2023-11-30,20868,Spencerville,Montgomery County,13
2023-11-30,20871,Clarksburg,Montgomery County,1410
2023-11-30,20872,Damascus,Montgomery County,197
2023-11-30,20874,Germantown,Montgomery County,939
2023-11-30,20875,Germantown,Montgomery County,1
2023-11-30,20876,Germantown,Montgomery County,417
2023-11-30,20877,Gaithersburg,Montgomery County,361
2023-11-30,20878,Gaithersburg,Montgomery County,2243
2023-11-30,20879,Gaithersburg,Montgomery County,360
2023-11-30,20880,Washington Grove,Montgomery County,19
2023-11-30,20882,Gaithersburg,Montgomery County,411
2023-11-30,20883,Gaithersburg,Montgomery County,0
2023-11-30,20884,Gaithersburg,Montgomery County,0
2023-11-30,20885,Gaithersburg,Montgomery County,0
2023-11-30,20886,Montgomery Village,Montgomery County,359
2023-11-30,20889,Bethesda,Montgomery County,1
2023-11-30,20891,Kensington,Montgomery County,0
2023-11-30,20892,Bethesda,Montgomery County,0
2023-11-30,20894,Bethesda,Montgomery County,0
2023-11-30,20895,Kensington,Montgomery County,652
2023-11-30,20896,Garrett Park,Montgomery County,60
2023-11-30,20897,Suburb Maryland Fac,Montgomery County,0
2023-11-30,20898,Gaithersburg,Montgomery County,1
2023-11-30,20899,Gaithersburg,Montgomery County,0
2023-11-30,20901,Silver Spring,Montgomery County,596
2023-11-30,20902,Silver Spring,Montgomery County,729
2023-11-30,20903,Silver Spring,Montgomery County,152
2023-11-30,20904,Silver Spring,Montgomery County,715
2023-11-30,20905,Silver Spring,Montgomery County,407
2023-11-30,20906,Silver Spring,Montgomery County,824
2023-11-30,20907,Silver Spring,Montgomery County,0
2023-11-30,20908,Silver Spring,Montgomery County,0
2023-11-30,20910,Silver Spring,Montgomery County,990
2023-11-30,20911,Silver Spring,Montgomery County,0
2023-11-30,20912,Takoma Park,Montgomery County,570
2023-11-30,20913,Takoma Park,Montgomery County,0
2023-11-30,20914,Silver Spring,Montgomery County,0
2023-11-30,20915,Silver Spring,Montgomery County,0
2023-11-30,20916,Silver Spring,Montgomery County,0
2023-11-30,20918,Silver Spring,Montgomery County,0
2023-11-30,20993,Silver Spring,Montgomery County,0
2023-11-30,20997,Silver Spring,Montgomery County,0
2023-11-30,21001,Aberdeen,Harford County,202
2023-11-30,21005,Aberdeen Proving Ground,Harford County,14
2023-11-30,21009,Abingdon,Harford County,270
2023-11-30,21010,Gunpowder,Harford County,1
2023-11-30,21012,Arnold,Anne Arundel County,356
2023-11-30,21013,Baldwin,Baltimore County,82
2023-11-30,21014,Bel Air,Harford County,352
2023-11-30,21015,Bel Air,Harford County,374
2023-11-30,21017,Belcamp,Harford County,37
2023-11-30,21018,Benson,Harford County,1
2023-11-30,21020,Boring,Baltimore County,0
2023-11-30,21022,Brooklandville,Baltimore County,1
2023-11-30,21023,Butler,Baltimore County,6
2023-11-30,21027,Chase,Baltimore County,0
2023-11-30,21028,Churchville,Harford County,32
2023-11-30,21029,Clarksville,Howard County,836
2023-11-30,21030,Cockeysville,Baltimore County,352
2023-11-30,21031,Hunt Valley,Baltimore County,39
2023-11-30,21032,Crownsville,Anne Arundel County,231
2023-11-30,21034,Darlington,Harford County,23
2023-11-30,21035,Davidsonville,Anne Arundel County,214
2023-11-30,21036,Dayton,Howard County,123
2023-11-30,21037,Edgewater,Anne Arundel County,376
2023-11-30,21040,Edgewood,Harford County,84
2023-11-30,21041,Ellicott City,Howard County,0
2023-11-30,21042,Ellicott City,Howard County,1722
2023-11-30,21043,Ellicott City,Howard County,1438
2023-11-30,21044,Columbia,Howard County,1098
2023-11-30,21045,Columbia,Howard County,717
2023-11-30,21046,Columbia,Howard County,353
2023-11-30,21047,Fallston,Harford County,149
2023-11-30,21048,Finksburg,Carroll County,151
2023-11-30,21050,Forest Hill,Harford County,172
2023-11-30,21051,Fork,Baltimore County,6
2023-11-30,21052,Fort Howard,Baltimore County,2
2023-11-30,21053,Freeland,Baltimore County,40
2023-11-30,21054,Gambrills,Anne Arundel County,314
2023-11-30,21056,Gibson Island,Anne Arundel County,11
2023-11-30,21057,Glen Arm,Baltimore County,62
2023-11-30,21060,Glen Burnie,Anne Arundel County,407
2023-11-30,21061,Glen Burnie,Anne Arundel County,260
2023-11-30,21062,Glen Burnie,Anne Arundel County,13
2023-11-30,21065,Hunt Valley,Baltimore County,0
2023-11-30,21071,Glyndon,Baltimore County,7
2023-11-30,21074,Hampstead,Carroll County,95
2023-11-30,21075,Elkridge,Howard County,825
2023-11-30,21076,Hanover,Anne Arundel County,1936
2023-11-30,21077,Harmans,Anne Arundel County,9
2023-11-30,21078,Havre De Grace,Harford County,239
2023-11-30,21082,Hydes,Baltimore County,7
2023-11-30,21084,Jarrettsville,Harford County,51
2023-11-30,21085,Joppa,Harford County,96
2023-11-30,21087,Kingsville,Baltimore County,71
2023-11-30,21088,Lineboro,Carroll County,0
2023-11-30,21090,Linthicum Heights,Anne Arundel County,796
2023-11-30,21092,Long Green,Baltimore County,0
2023-11-30,21093,Lutherville Timonium,Baltimore County,704
2023-11-30,21094,Lutherville Timonium,Baltimore County,0
2023-11-30,21098,Hanover,Anne Arundel County,0
2023-11-30,21102,Manchester,Carroll County,78
2023-11-30,21104,Marriottsville,Carroll County,180
2023-11-30,21105,Maryland Line,Baltimore County,0
2023-11-30,21106,Mayo,Anne Arundel County,0
2023-11-30,21108,Millersville,Anne Arundel County,330
2023-11-30,21111,Monkton,Baltimore County,104
2023-11-30,21113,Odenton,Anne Arundel County,635
2023-11-30,21114,Crofton,Anne Arundel County,335
2023-11-30,21117,Owings Mills,Baltimore County,850
2023-11-30,21120,Parkton,Baltimore County,125
2023-11-30,21122,Pasadena,Anne Arundel County,545
2023-11-30,21123,Pasadena,Anne Arundel County,1
2023-11-30,21128,Perry Hall,Baltimore County,255
2023-11-30,21130,Perryman,Harford County,0
2023-11-30,21131,Phoenix,Baltimore County,186
2023-11-30,21132,Pylesville,Harford County,18
2023-11-30,21133,Randallstown,Baltimore County,161
2023-11-30,21136,Reisterstown,Baltimore County,530
2023-11-30,21139,Riderwood,Baltimore County,0
2023-11-30,21140,Riva,Anne Arundel County,70
2023-11-30,21144,Severn,Anne Arundel County,534
2023-11-30,21146,Severna Park,Anne Arundel County,664
2023-11-30,21150,Simpsonville,Howard County,0
2023-11-30,21152,Sparks Glencoe,Baltimore County,268
2023-11-30,21153,Stevenson,Baltimore County,37
2023-11-30,21154,Street,Harford County,51
2023-11-30,21155,Upperco,Baltimore County,32
2023-11-30,21156,Upper Falls,Baltimore County,7
2023-11-30,21157,Westminster,Carroll County,304
2023-11-30,21158,Westminster,Carroll County,177
2023-11-30,21160,Whiteford,Harford County,9
2023-11-30,21161,White Hall,Harford County,63
2023-11-30,21162,White Marsh,Baltimore County,81
2023-11-30,21163,Woodstock,Howard County,250
2023-11-30,21201,Baltimore,Baltimore City,172
2023-11-30,21202,Baltimore,Baltimore City,199
2023-11-30,21203,Baltimore,Baltimore City,0
2023-11-30,21204,Towson,Baltimore County,390
2023-11-30,21205,Baltimore,Baltimore City,33
2023-11-30,21206,Baltimore,Baltimore City,147
2023-11-30,21207,Gwynn Oak,Baltimore County,203
2023-11-30,21208,Pikesville,Baltimore County,547
2023-11-30,21209,Baltimore,Baltimore City,477
2023-11-30,21210,Baltimore,Baltimore City,371
2023-11-30,21211,Baltimore,Baltimore City,256
2023-11-30,21212,Baltimore,Baltimore City,455
2023-11-30,21213,Baltimore,Baltimore City,73
2023-11-30,21214,Baltimore,Baltimore City,125
2023-11-30,21215,Baltimore,Baltimore City,172
2023-11-30,21216,Baltimore,Baltimore City,44
2023-11-30,21217,Baltimore,Baltimore City,138
2023-11-30,21218,Baltimore,Baltimore City,304
2023-11-30,21219,Sparrows Point,Baltimore County,73
2023-11-30,21220,Middle River,Baltimore County,287
2023-11-30,21221,Essex,Baltimore County,194
2023-11-30,21222,Dundalk,Baltimore County,179
2023-11-30,21223,Baltimore,Baltimore City,43
2023-11-30,21224,Baltimore,Baltimore City,512
2023-11-30,21225,Brooklyn,Baltimore City,75
2023-11-30,21226,Curtis Bay,Anne Arundel County,49
2023-11-30,21227,Halethorpe,Baltimore County,172
2023-11-30,21228,Catonsville,Baltimore County,624
2023-11-30,21229,Baltimore,Baltimore City,151
2023-11-30,21230,Baltimore,Baltimore City,597
2023-11-30,21231,Baltimore,Baltimore City,233
2023-11-30,21233,Baltimore,Baltimore City,0
2023-11-30,21234,Parkville,Baltimore County,359
2023-11-30,21235,Baltimore,Baltimore City,1
2023-11-30,21236,Nottingham,Baltimore County,212
2023-11-30,21237,Rosedale,Baltimore County,206
2023-11-30,21239,Baltimore,Baltimore City,87
2023-11-30,21240,Baltimore,Anne Arundel County,1031
2023-11-30,21241,Baltimore,Baltimore City,0
2023-11-30,21244,Windsor Mill,Baltimore County,241
2023-11-30,21250,Baltimore,Baltimore County,12
2023-11-30,21251,Baltimore,Baltimore City,0
2023-11-30,21252,Baltimore,Baltimore County,0
2023-11-30,21263,Baltimore,Baltimore City,0
2023-11-30,21264,Baltimore,Baltimore City,0
2023-11-30,21265,Baltimore,Baltimore City,0
2023-11-30,21268,Baltimore,Baltimore City,0
2023-11-30,21270,Baltimore,Baltimore City,0
2023-11-30,21273,Baltimore,Baltimore City,0
2023-11-30,21274,Baltimore,Baltimore City,0
