Month_Registered,Zip_Code,City,County,Total_EV_Registrations
2022-05-31,20620,Callaway,Saint Mary's County,8
2022-05-31,20621,Chaptico,Saint Mary's County,3
2022-05-31,20622,Charlotte Hall,Saint Mary's County,14
2022-05-31,20623,Cheltenham,Prince George's County,13
2022-05-31,20624,Clements,Saint Mary's County,1
2022-05-31,20625,Cobb Island,Charles County,2
2022-05-31,20626,Coltons Point,Saint Mary's County,0
2022-05-31,20627,Compton,Saint Mary's County,0
2022-05-31,20628,Dameron,Saint Mary's County,9
2022-05-31,20629,Dowell,Calvert County,2
2022-05-31,20630,Drayden,Saint Mary's County,5
2022-05-31,20632,Faulkner,Charles County,3
2022-05-31,20634,Great Mills,Saint Mary's County,43
2022-05-31,20635,Helen,Saint Mary's County,0
2022-05-31,20636,Hollywood,Saint Mary's County,64
2022-05-31,20637,Hughesville,Charles County,48
2022-05-31,20639,Huntingtown,Calvert County,109
2022-05-31,20640,Indian Head,Charles County,44
2022-05-31,20643,Ironsides,Charles County,0
2022-05-31,20645,Issue,Charles County,8
2022-05-31,20646,La Plata,Charles County,104
2022-05-31,20650,Leonardtown,Saint Mary's County,133
2022-05-31,20653,Lexington Park,Saint Mary's County,108
2022-05-31,20656,Loveville,Saint Mary's County,1
2022-05-31,20657,Lusby,Calvert County,87
2022-05-31,20658,Marbury,Charles County,6
2022-05-31,20659,Mechanicsville,Saint Mary's County,77
2022-05-31,20660,Morganza,Saint Mary's County,0
2022-05-31,20661,Mount Victoria,Charles County,0
2022-05-31,20662,Nanjemoy,Charles County,6
2022-05-31,20664,Newburg,Charles County,10
2022-05-31,20667,Park Hall,Saint Mary's County,0
2022-05-31,20670,Patuxent River,Saint Mary's County,1
2022-05-31,20674,Piney Point,Saint Mary's County,14
2022-05-31,20675,Pomfret,Charles County,10
2022-05-31,20676,Port Republic,Calvert County,25
2022-05-31,20677,Port Tobacco,Charles County,25
2022-05-31,20678,Prince Frederick,Calvert County,53
2022-05-31,20680,Ridge,Saint Mary's County,2
2022-05-31,20682,Rock Point,Charles County,0
2022-05-31,20684,Saint Inigoes,Saint Mary's County,9
2022-05-31,20685,Saint Leonard,Calvert County,38
2022-05-31,20686,Saint Marys City,Saint Mary's County,3
2022-05-31,20687,Scotland,Saint Mary's County,1
2022-05-31,20688,Solomons,Calvert County,27
2022-05-31,20689,Sunderland,Calvert County,13
2022-05-31,20690,Tall Timbers,Saint Mary's County,9
2022-05-31,20692,Valley Lee,Saint Mary's County,2
2022-05-31,20693,Welcome,Charles County,5
2022-05-31,20695,White Plains,Charles County,85
2022-05-31,20697,Southern Md Facility,Prince George's County,0
2022-05-31,20701,Annapolis Junction,Howard County,17
2022-05-31,20703,Lanham,Prince George's County,0
2022-05-31,20704,Beltsville,Prince George's County,0
2022-05-31,20705,Beltsville,Prince George's County,120
2022-05-31,20706,Lanham,Prince George's County,143
2022-05-31,20707,Laurel,Prince George's County,216
2022-05-31,20708,Laurel,Prince George's County,85
2022-05-31,20709,Laurel,Prince George's County,0
2022-05-31,20710,Bladensburg,Prince George's County,8
2022-05-31,20711,Lothian,Anne Arundel County,34
2022-05-31,20712,Mount Rainier,Prince George's County,38
2022-05-31,20714,North Beach,Calvert County,28
2022-05-31,20715,Bowie,Prince George's County,185
2022-05-31,20716,Bowie,Prince George's County,128
2022-05-31,20717,Bowie,Prince George's County,0
2022-05-31,20718,Bowie,Prince George's County,0
2022-05-31,20719,Bowie,Prince George's County,0
2022-05-31,20720,Bowie,Prince George's County,226
2022-05-31,20721,Bowie,Prince George's County,248
2022-05-31,20722,Brentwood,Prince George's County,37
2022-05-31,20723,Laurel,Howard County,474
2022-05-31,20724,Laurel,Anne Arundel County,113
2022-05-31,20725,Laurel,Prince George's County,0
2022-05-31,20726,Laurel,Prince George's County,0
2022-05-31,20731,Capitol Heights,Prince George's County,0
2022-05-31,20732,Chesapeake Beach,Calvert County,87
2022-05-31,20733,Churchton,Anne Arundel County,21
2022-05-31,20735,Clinton,Prince George's County,154
2022-05-31,20736,Owings,Calvert County,61
2022-05-31,20737,Riverdale,Prince George's County,62
2022-05-31,20738,Riverdale,Prince George's County,0
2022-05-31,20740,College Park,Prince George's County,167
2022-05-31,20741,College Park,Prince George's County,0
2022-05-31,20742,College Park,Prince George's County,0
2022-05-31,20743,Capitol Heights,Prince George's County,126
2022-05-31,20744,Fort Washington,Prince George's County,306
2022-05-31,20745,Oxon Hill,Prince George's County,106
2022-05-31,20746,Suitland,Prince George's County,52
2022-05-31,20747,District Heights,Prince George's County,45
2022-05-31,20748,Temple Hills,Prince George's County,67
2022-05-31,20749,Fort Washington,Prince George's County,0
2022-05-31,20750,Oxon Hill,Prince George's County,0
2022-05-31,20751,Deale,Anne Arundel County,20
2022-05-31,20752,Suitland,Prince George's County,0
2022-05-31,20753,District Heights,Prince George's County,0
2022-05-31,20754,Dunkirk,Calvert County,69
2022-05-31,20755,Fort George G Meade,Anne Arundel County,37
2022-05-31,20757,Temple Hills,Prince George's County,0
2022-05-31,20758,Friendship,Anne Arundel County,4
2022-05-31,20759,Fulton,Howard County,264
2022-05-31,20762,Andrews Air Force Base,Prince George's County,12
2022-05-31,20763,Savage,Howard County,17
2022-05-31,20764,Shady Side,Anne Arundel County,18
2022-05-31,20765,Galesville,Anne Arundel County,2
2022-05-31,20768,Greenbelt,Prince George's County,0
2022-05-31,20769,Glenn Dale,Prince George's County,64
2022-05-31,20770,Greenbelt,Prince George's County,180
2022-05-31,20771,Greenbelt,Prince George's County,3
2022-05-31,20772,Upper Marlboro,Prince George's County,399
2022-05-31,20773,Upper Marlboro,Prince George's County,0
2022-05-31,20774,Upper Marlboro,Prince George's County,334
2022-05-31,20775,Upper Marlboro,Prince George's County,0
2022-05-31,20776,Harwood,Anne Arundel County,37
2022-05-31,20777,Highland,Howard County,129
2022-05-31,20778,West River,Anne Arundel County,23
2022-05-31,20779,Tracys Landing,Anne Arundel County,16
2022-05-31,20781,Hyattsville,Prince George's County,92
2022-05-31,20782,Hyattsville,Prince George's County,146
2022-05-31,20783,Hyattsville,Prince George's County,77
2022-05-31,20784,Hyattsville,Prince George's County,40
2022-05-31,20785,Hyattsville,Prince George's County,120
2022-05-31,20787,Hyattsville,Prince George's County,0
2022-05-31,20788,Hyattsville,Prince George's County,0
2022-05-31,20790,Capitol Heights,Prince George's County,0
2022-05-31,20791,Capitol Heights,Prince George's County,0
2022-05-31,20792,Upper Marlboro,Prince George's County,0
2022-05-31,20794,Jessup,Howard County,110
2022-05-31,20797,Southern Md Facility,Prince George's County,0
2022-05-31,20799,Capitol Heights,Prince George's County,0
2022-05-31,20810,Bethesda,Montgomery County,0
2022-05-31,20811,Bethesda,Montgomery County,0
2022-05-31,20812,Glen Echo,Montgomery County,13
2022-05-31,20813,Bethesda,Montgomery County,0
2022-05-31,20814,Bethesda,Montgomery County,794
2022-05-31,20815,Chevy Chase,Montgomery County,865
2022-05-31,20816,Bethesda,Montgomery County,508
2022-05-31,20817,Bethesda,Montgomery County,1325
2022-05-31,20818,Cabin John,Montgomery County,77
2022-05-31,20824,Bethesda,Montgomery County,1
2022-05-31,20825,Chevy Chase,Montgomery County,0
2022-05-31,20827,Bethesda,Montgomery County,0
2022-05-31,20830,Olney,Montgomery County,0
2022-05-31,20832,Olney,Montgomery County,258
2022-05-31,20833,Brookeville,Montgomery County,145
2022-05-31,20837,Poolesville,Montgomery County,130
2022-05-31,20838,Barnesville,Montgomery County,3
2022-05-31,20839,Beallsville,Montgomery County,1
2022-05-31,20841,Boyds,Montgomery County,190
2022-05-31,20842,Dickerson,Montgomery County,36
2022-05-31,20847,Rockville,Montgomery County,0
2022-05-31,20848,Rockville,Montgomery County,0
2022-05-31,20849,Rockville,Montgomery County,0
2022-05-31,20850,Rockville,Montgomery County,1282
2022-05-31,20851,Rockville,Montgomery County,111
2022-05-31,20852,Rockville,Montgomery County,692
2022-05-31,20853,Rockville,Montgomery County,324
2022-05-31,20854,Potomac,Montgomery County,1755
2022-05-31,20855,Derwood,Montgomery County,375
2022-05-31,20857,Rockville,Montgomery County,0
2022-05-31,20859,Potomac,Montgomery County,0
2022-05-31,20860,Sandy Spring,Montgomery County,40
2022-05-31,20861,Ashton,Montgomery County,55
2022-05-31,20862,Brinklow,Montgomery County,8
2022-05-31,20866,Burtonsville,Montgomery County,98
2022-05-31,20868,Spencerville,Montgomery County,6
2022-05-31,20871,Clarksburg,Montgomery County,699
2022-05-31,20872,Damascus,Montgomery County,121
2022-05-31,20874,Germantown,Montgomery County,502
2022-05-31,20875,Germantown,Montgomery County,0
2022-05-31,20876,Germantown,Montgomery County,242
2022-05-31,20877,Gaithersburg,Montgomery County,210
2022-05-31,20878,Gaithersburg,Montgomery County,1220
2022-05-31,20879,Gaithersburg,Montgomery County,190
2022-05-31,20880,Washington Grove,Montgomery County,11
2022-05-31,20882,Gaithersburg,Montgomery County,239
2022-05-31,20883,Gaithersburg,Montgomery County,0
2022-05-31,20884,Gaithersburg,Montgomery County,0
2022-05-31,20885,Gaithersburg,Montgomery County,0
2022-05-31,20886,Montgomery Village,Montgomery County,181
2022-05-31,20889,Bethesda,Montgomery County,1
2022-05-31,20891,Kensington,Montgomery County,0
2022-05-31,20892,Bethesda,Montgomery County,0
2022-05-31,20894,Bethesda,Montgomery County,0
2022-05-31,20895,Kensington,Montgomery County,399
2022-05-31,20896,Garrett Park,Montgomery County,40
2022-05-31,20897,Suburb Maryland Fac,Montgomery County,0
2022-05-31,20898,Gaithersburg,Montgomery County,0
2022-05-31,20899,Gaithersburg,Montgomery County,0
2022-05-31,20901,Silver Spring,Montgomery County,378
2022-05-31,20902,Silver Spring,Montgomery County,431
2022-05-31,20903,Silver Spring,Montgomery County,74
2022-05-31,20904,Silver Spring,Montgomery County,396
2022-05-31,20905,Silver Spring,Montgomery County,226
2022-05-31,20906,Silver Spring,Montgomery County,479
2022-05-31,20907,Silver Spring,Montgomery County,0
2022-05-31,20908,Silver Spring,Montgomery County,0
2022-05-31,20910,Silver Spring,Montgomery County,648
2022-05-31,20911,Silver Spring,Montgomery County,0
2022-05-31,20912,Takoma Park,Montgomery County,378
2022-05-31,20913,Takoma Park,Montgomery County,0
2022-05-31,20914,Silver Spring,Montgomery County,0
2022-05-31,20915,Silver Spring,Montgomery County,0
2022-05-31,20916,Silver Spring,Montgomery County,0
2022-05-31,20918,Silver Spring,Montgomery County,0
2022-05-31,20993,Silver Spring,Montgomery County,0
2022-05-31,20997,Silver Spring,Montgomery County,0
2022-05-31,21001,Aberdeen,Harford County,102
2022-05-31,21005,Aberdeen Proving Ground,Harford County,8
2022-05-31,21009,Abingdon,Harford County,140
2022-05-31,21010,Gunpowder,Harford County,2
2022-05-31,21012,Arnold,Anne Arundel County,233
2022-05-31,21013,Baldwin,Baltimore County,50
2022-05-31,21014,Bel Air,Harford County,179
2022-05-31,21015,Bel Air,Harford County,197
2022-05-31,21017,Belcamp,Harford County,21
2022-05-31,21018,Benson,Harford County,1
2022-05-31,21020,Boring,Baltimore County,0
2022-05-31,21022,Brooklandville,Baltimore County,1
2022-05-31,21023,Butler,Baltimore County,4
2022-05-31,21027,Chase,Baltimore County,0
2022-05-31,21028,Churchville,Harford County,19
2022-05-31,21029,Clarksville,Howard County,478
2022-05-31,21030,Cockeysville,Baltimore County,215
2022-05-31,21031,Hunt Valley,Baltimore County,11
2022-05-31,21032,Crownsville,Anne Arundel County,145
2022-05-31,21034,Darlington,Harford County,13
2022-05-31,21035,Davidsonville,Anne Arundel County,130
2022-05-31,21036,Dayton,Howard County,62
2022-05-31,21037,Edgewater,Anne Arundel County,232
2022-05-31,21040,Edgewood,Harford County,40
2022-05-31,21041,Ellicott City,Howard County,0
2022-05-31,21042,Ellicott City,Howard County,904
2022-05-31,21043,Ellicott City,Howard County,760
2022-05-31,21044,Columbia,Howard County,669
2022-05-31,21045,Columbia,Howard County,423
2022-05-31,21046,Columbia,Howard County,212
2022-05-31,21047,Fallston,Harford County,93
2022-05-31,21048,Finksburg,Carroll County,91
2022-05-31,21050,Forest Hill,Harford County,110
2022-05-31,21051,Fork,Baltimore County,2
2022-05-31,21052,Fort Howard,Baltimore County,1
2022-05-31,21053,Freeland,Baltimore County,19
2022-05-31,21054,Gambrills,Anne Arundel County,159
2022-05-31,21056,Gibson Island,Anne Arundel County,12
2022-05-31,21057,Glen Arm,Baltimore County,49
2022-05-31,21060,Glen Burnie,Anne Arundel County,224
2022-05-31,21061,Glen Burnie,Anne Arundel County,150
2022-05-31,21062,Glen Burnie,Anne Arundel County,0
2022-05-31,21065,Hunt Valley,Baltimore County,0
2022-05-31,21071,Glyndon,Baltimore County,3
2022-05-31,21074,Hampstead,Carroll County,64
2022-05-31,21075,Elkridge,Howard County,351
2022-05-31,21076,Hanover,Anne Arundel County,433
2022-05-31,21077,Harmans,Anne Arundel County,6
2022-05-31,21078,Havre De Grace,Harford County,148
2022-05-31,21082,Hydes,Baltimore County,6
2022-05-31,21084,Jarrettsville,Harford County,25
2022-05-31,21085,Joppa,Harford County,52
2022-05-31,21087,Kingsville,Baltimore County,43
2022-05-31,21088,Lineboro,Carroll County,0
2022-05-31,21090,Linthicum Heights,Anne Arundel County,360
2022-05-31,21092,Long Green,Baltimore County,0
2022-05-31,21093,Lutherville Timonium,Baltimore County,423
2022-05-31,21094,Lutherville Timonium,Baltimore County,0
2022-05-31,21098,Hanover,Anne Arundel County,0
2022-05-31,21102,Manchester,Carroll County,54
2022-05-31,21104,Marriottsville,Carroll County,109
2022-05-31,21105,Maryland Line,Baltimore County,0
2022-05-31,21106,Mayo,Anne Arundel County,0
2022-05-31,21108,Millersville,Anne Arundel County,213
2022-05-31,21111,Monkton,Baltimore County,62
2022-05-31,21113,Odenton,Anne Arundel County,356
2022-05-31,21114,Crofton,Anne Arundel County,199
2022-05-31,21117,Owings Mills,Baltimore County,473
2022-05-31,21120,Parkton,Baltimore County,84
2022-05-31,21122,Pasadena,Anne Arundel County,310
2022-05-31,21123,Pasadena,Anne Arundel County,0
2022-05-31,21128,Perry Hall,Baltimore County,136
2022-05-31,21130,Perryman,Harford County,0
2022-05-31,21131,Phoenix,Baltimore County,121
2022-05-31,21132,Pylesville,Harford County,11
2022-05-31,21133,Randallstown,Baltimore County,71
2022-05-31,21136,Reisterstown,Baltimore County,294
2022-05-31,21139,Riderwood,Baltimore County,0
2022-05-31,21140,Riva,Anne Arundel County,43
2022-05-31,21144,Severn,Anne Arundel County,277
2022-05-31,21146,Severna Park,Anne Arundel County,417
2022-05-31,21150,Simpsonville,Howard County,0
2022-05-31,21152,Sparks Glencoe,Baltimore County,115
2022-05-31,21153,Stevenson,Baltimore County,23
2022-05-31,21154,Street,Harford County,27
2022-05-31,21155,Upperco,Baltimore County,20
2022-05-31,21156,Upper Falls,Baltimore County,5
2022-05-31,21157,Westminster,Carroll County,193
2022-05-31,21158,Westminster,Carroll County,104
2022-05-31,21160,Whiteford,Harford County,3
2022-05-31,21161,White Hall,Harford County,38
2022-05-31,21162,White Marsh,Baltimore County,39
2022-05-31,21163,Woodstock,Howard County,126
2022-05-31,21201,Baltimore,Baltimore City,107
2022-05-31,21202,Baltimore,Baltimore City,121
2022-05-31,21203,Baltimore,Baltimore City,0
2022-05-31,21204,Towson,Baltimore County,230
2022-05-31,21205,Baltimore,Baltimore City,26
2022-05-31,21206,Baltimore,Baltimore City,91
2022-05-31,21207,Gwynn Oak,Baltimore County,105
2022-05-31,21208,Pikesville,Baltimore County,325
2022-05-31,21209,Baltimore,Baltimore City,273
2022-05-31,21210,Baltimore,Baltimore City,244
2022-05-31,21211,Baltimore,Baltimore City,177
2022-05-31,21212,Baltimore,Baltimore City,306
2022-05-31,21213,Baltimore,Baltimore City,41
2022-05-31,21214,Baltimore,Baltimore City,79
2022-05-31,21215,Baltimore,Baltimore City,96
2022-05-31,21216,Baltimore,Baltimore City,28
2022-05-31,21217,Baltimore,Baltimore City,82
2022-05-31,21218,Baltimore,Baltimore City,197
2022-05-31,21219,Sparrows Point,Baltimore County,48
2022-05-31,21220,Middle River,Baltimore County,155
2022-05-31,21221,Essex,Baltimore County,109
2022-05-31,21222,Dundalk,Baltimore County,99
2022-05-31,21223,Baltimore,Baltimore City,16
2022-05-31,21224,Baltimore,Baltimore City,314
2022-05-31,21225,Brooklyn,Baltimore City,42
2022-05-31,21226,Curtis Bay,Anne Arundel County,23
2022-05-31,21227,Halethorpe,Baltimore County,99
2022-05-31,21228,Catonsville,Baltimore County,342
2022-05-31,21229,Baltimore,Baltimore City,94
2022-05-31,21230,Baltimore,Baltimore City,337
2022-05-31,21231,Baltimore,Baltimore City,146
2022-05-31,21233,Baltimore,Baltimore City,0
2022-05-31,21234,Parkville,Baltimore County,194
2022-05-31,21235,Baltimore,Baltimore City,0
2022-05-31,21236,Nottingham,Baltimore County,119
2022-05-31,21237,Rosedale,Baltimore County,108
2022-05-31,21239,Baltimore,Baltimore City,41
2022-05-31,21240,Baltimore,Anne Arundel County,559
2022-05-31,21241,Baltimore,Baltimore City,0
2022-05-31,21244,Windsor Mill,Baltimore County,98
2022-05-31,21250,Baltimore,Baltimore County,10
2022-05-31,21251,Baltimore,Baltimore City,0
2022-05-31,21252,Baltimore,Baltimore County,0
2022-05-31,21263,Baltimore,Baltimore City,0
2022-05-31,21264,Baltimore,Baltimore City,0
2022-05-31,21265,Baltimore,Baltimore City,0
2022-05-31,21268,Baltimore,Baltimore City,0
2022-05-31,21270,Baltimore,Baltimore City,0
2022-05-31,21273,Baltimore,Baltimore City,0
2022-05-31,21274,Baltimore,Baltimore City,0
2022-05-31,21275,Baltimore,Baltimore City,0
2022-05-31,21278,Baltimore,Baltimore City,0
2022-05-31,21279,Baltimore,Baltimore City,0
2022-05-31,21280,Baltimore,Baltimore City,0
2022-05-31,21281,Baltimore,Baltimore City,0
2022-05-31,21282,Baltimore,Baltimore County,0
2022-05-31,21283,Baltimore,Baltimore City,0
2022-05-31,21284,Baltimore,Baltimore County,0
2022-05-31,21285,Baltimore,Baltimore County,0
2022-05-31,21286,Towson,Baltimore County,196
2022-05-31,21287,Baltimore,Baltimore City,0
2022-05-31,21288,Baltimore,Baltimore City,0
2022-05-31,21289,Baltimore,Baltimore City,0
2022-05-31,21290,Baltimore,Baltimore City,0
2022-05-31,21297,Baltimore,Baltimore City,0
2022-05-31,21298,Baltimore,Baltimore City,0
2022-05-31,21401,Annapolis,Anne Arundel County,521
2022-05-31,21402,Annapolis,Anne Arundel County,4
2022-05-31,21403,Annapolis,Anne Arundel County,392
2022-05-31,21404,Annapolis,Anne Arundel County,0
2022-05-31,21405,Annapolis,Anne Arundel County,9
2022-05-31,21409,Annapolis,Anne Arundel County,248
2022-05-31,21411,Annapolis,Anne Arundel County,0
2022-05-31,21412,Annapolis,Anne Arundel County,0
2022-05-31,21501,Cumberland,Allegany County,0
2022-05-31,21502,Cumberland,Allegany County,77
2022-05-31,21503,Cumberland,Allegany County,0
2022-05-31,21504,Cumberland,Allegany County,0
2022-05-31,21505,Cumberland,Allegany County,0
2022-05-31,21520,Accident,Garrett County,3
2022-05-31,21521,Barton,Allegany County,0
2022-05-31,21522,Bittinger,Garrett County,0
2022-05-31,21523,Bloomington,Garrett County,0
2022-05-31,21524,Corriganville,Allegany County,1
2022-05-31,21528,Eckhart Mines,Allegany County,0
2022-05-31,21529,Ellerslie,Allegany County,0
2022-05-31,21530,Flintstone,Allegany County,2
2022-05-31,21531,Friendsville,Garrett County,1
2022-05-31,21532,Frostburg,Allegany County,29
2022-05-31,21536,Grantsville,Garrett County,2
2022-05-31,21538,Kitzmiller,Garrett County,0
2022-05-31,21539,Lonaconing,Allegany County,0
2022-05-31,21540,Luke,Allegany County,0
2022-05-31,21541,Mc Henry,Garrett County,7
2022-05-31,21542,Midland,Allegany County,0
2022-05-31,21543,Midlothian,Allegany County,1
2022-05-31,21545,Mount Savage,Allegany County,1
2022-05-31,21550,Oakland,Garrett County,18
2022-05-31,21555,Oldtown,Allegany County,0
2022-05-31,21556,Pinto,Allegany County,0
2022-05-31,21557,Rawlings,Allegany County,1
2022-05-31,21560,Spring Gap,Allegany County,0
2022-05-31,21561,Swanton,Garrett County,9
2022-05-31,21562,Westernport,Allegany County,1
2022-05-31,21601,Easton,Talbot County,162
2022-05-31,21606,Easton,Talbot County,0
2022-05-31,21607,Barclay,Queen Anne's County,2
2022-05-31,21609,Bethlehem,Caroline County,0
2022-05-31,21610,Betterton,Kent County,3
2022-05-31,21612,Bozman,Talbot County,4
2022-05-31,21613,Cambridge,Dorchester County,44
2022-05-31,21617,Centreville,Queen Anne's County,58
2022-05-31,21619,Chester,Queen Anne's County,58
2022-05-31,21620,Chestertown,Kent County,74
2022-05-31,21622,Church Creek,Dorchester County,0
2022-05-31,21623,Church Hill,Queen Anne's County,10
2022-05-31,21624,Claiborne,Talbot County,1
2022-05-31,21625,Cordova,Talbot County,13
2022-05-31,21626,Crapo,Dorchester County,0
2022-05-31,21627,Crocheron,Dorchester County,0
2022-05-31,21628,Crumpton,Queen Anne's County,0
2022-05-31,21629,Denton,Caroline County,20
2022-05-31,21631,East New Market,Dorchester County,10
2022-05-31,21632,Federalsburg,Caroline County,6
2022-05-31,21634,Fishing Creek,Dorchester County,0
2022-05-31,21635,Galena,Kent County,8
2022-05-31,21636,Goldsboro,Caroline County,0
2022-05-31,21638,Grasonville,Queen Anne's County,36
2022-05-31,21639,Greensboro,Caroline County,5
2022-05-31,21640,Henderson,Caroline County,2
2022-05-31,21641,Hillsboro,Caroline County,0
2022-05-31,21643,Hurlock,Dorchester County,9
2022-05-31,21644,Ingleside,Queen Anne's County,0
2022-05-31,21645,Kennedyville,Kent County,5
2022-05-31,21647,Mcdaniel,Talbot County,2
2022-05-31,21648,Madison,Dorchester County,1
2022-05-31,21649,Marydel,Caroline County,3
2022-05-31,21650,Massey,Kent County,0
2022-05-31,21651,Millington,Kent County,6
2022-05-31,21652,Neavitt,Talbot County,3
2022-05-31,21653,Newcomb,Talbot County,0
2022-05-31,21654,Oxford,Talbot County,32
2022-05-31,21655,Preston,Caroline County,20
2022-05-31,21656,Price,Queen Anne's County,0
2022-05-31,21657,Queen Anne,Queen Anne's County,5
2022-05-31,21658,Queenstown,Queen Anne's County,26
2022-05-31,21659,Rhodesdale,Dorchester County,1
2022-05-31,21660,Ridgely,Caroline County,7
2022-05-31,21661,Rock Hall,Kent County,9
2022-05-31,21662,Royal Oak,Talbot County,9
2022-05-31,21663,Saint Michaels,Talbot County,40
2022-05-31,21664,Secretary,Dorchester County,3
2022-05-31,21665,Sherwood,Talbot County,1
2022-05-31,21666,Stevensville,Queen Anne's County,106
2022-05-31,21667,Still Pond,Kent County,1
2022-05-31,21668,Sudlersville,Queen Anne's County,4
2022-05-31,21669,Taylors Island,Dorchester County,0
2022-05-31,21670,Templeville,Caroline County,0
2022-05-31,21671,Tilghman,Talbot County,5
2022-05-31,21672,Toddville,Dorchester County,0
2022-05-31,21673,Trappe,Talbot County,14
2022-05-31,21675,Wingate,Dorchester County,0
2022-05-31,21676,Wittman,Talbot County,0
2022-05-31,21677,Woolford,Dorchester County,3
2022-05-31,21678,Worton,Kent County,3
2022-05-31,21679,Wye Mills,Talbot County,2
2022-05-31,21681,Ridgely,Caroline County,0
2022-05-31,21682,Ridgely,Caroline County,0
2022-05-31,21683,Ridgely,Caroline County,0
2022-05-31,21684,Ridgely,Caroline County,0
2022-05-31,21685,Ridgely,Caroline County,0
2022-05-31,21686,Ridgely,Caroline County,0
2022-05-31,21687,Ridgely,Caroline County,0
2022-05-31,21688,Ridgely,Caroline County,0
2022-05-31,21690,Chestertown,Queen Anne's County,0
2022-05-31,21701,Frederick,Frederick County,373
2022-05-31,21702,Frederick,Frederick County,278
2022-05-31,21703,Frederick,Frederick County,289
2022-05-31,21704,Frederick,Frederick County,371
2022-05-31,21705,Frederick,Frederick County,0
2022-05-31,21709,Frederick,Frederick County,0
2022-05-31,21710,Adamstown,Frederick County,57
2022-05-31,21711,Big Pool,Washington County,3
2022-05-31,21713,Boonsboro,Washington County,39
2022-05-31,21714,Braddock Heights,Frederick County,8
2022-05-31,21715,Brownsville,Washington County,0
2022-05-31,21716,Brunswick,Frederick County,60
2022-05-31,21717,Buckeystown,Frederick County,2
2022-05-31,21718,Burkittsville,Frederick County,2
2022-05-31,21719,Cascade,Washington County,1
2022-05-31,21720,Cavetown,Washington County,0
2022-05-31,21721,Chewsville,Washington County,0
2022-05-31,21722,Clear Spring,Washington County,12
2022-05-31,21723,Cooksville,Howard County,25
2022-05-31,21727,Emmitsburg,Frederick County,20
2022-05-31,21733,Fairplay,Washington County,3
2022-05-31,21734,Funkstown,Washington County,2
2022-05-31,21737,Glenelg,Howard County,72
2022-05-31,21738,Glenwood,Howard County,78
2022-05-31,21740,Hagerstown,Washington County,190
2022-05-31,21741,Hagerstown,Washington County,0
2022-05-31,21742,Hagerstown,Washington County,149
2022-05-31,21746,Hagerstown,Washington County,0
2022-05-31,21747,Hagerstown,Washington County,0
2022-05-31,21748,Hagerstown,Washington County,0
2022-05-31,21749,Hagerstown,Washington County,0
2022-05-31,21750,Hancock,Washington County,5
2022-05-31,21754,Ijamsville,Frederick County,127
2022-05-31,21755,Jefferson,Frederick County,43
2022-05-31,21756,Keedysville,Washington County,25
2022-05-31,21757,Keymar,Carroll County,7
2022-05-31,21758,Knoxville,Frederick County,33
2022-05-31,21759,Ladiesburg,Frederick County,0
2022-05-31,21762,Libertytown,Frederick County,5
2022-05-31,21765,Lisbon,Howard County,0
2022-05-31,21766,Little Orleans,Allegany County,2
2022-05-31,21767,Maugansville,Washington County,2
2022-05-31,21769,Middletown,Frederick County,153
2022-05-31,21770,Monrovia,Frederick County,125
2022-05-31,21771,Mount Airy,Frederick County,287
2022-05-31,21773,Myersville,Frederick County,52
2022-05-31,21774,New Market,Frederick County,274
2022-05-31,21775,New Midway,Frederick County,0
2022-05-31,21776,New Windsor,Carroll County,23
2022-05-31,21777,Point Of Rocks,Frederick County,18
2022-05-31,21778,Rocky Ridge,Frederick County,5
2022-05-31,21779,Rohrersville,Washington County,5
2022-05-31,21780,Sabillasville,Frederick County,5
2022-05-31,21781,Saint James,Washington County,0
2022-05-31,21782,Sharpsburg,Washington County,8
2022-05-31,21783,Smithsburg,Washington County,29
2022-05-31,21784,Sykesville,Carroll County,352
2022-05-31,21787,Taneytown,Carroll County,31
2022-05-31,21788,Thurmont,Frederick County,41
2022-05-31,21790,Tuscarora,Frederick County,0
2022-05-31,21791,Union Bridge,Carroll County,27
2022-05-31,21792,Unionville,Frederick County,0
2022-05-31,21793,Walkersville,Frederick County,48
2022-05-31,21794,West Friendship,Howard County,53
2022-05-31,21795,Williamsport,Washington County,23
2022-05-31,21797,Woodbine,Howard County,128
2022-05-31,21798,Woodsboro,Frederick County,8
2022-05-31,21801,Salisbury,Wicomico County,104
2022-05-31,21802,Salisbury,Wicomico County,0
2022-05-31,21803,Salisbury,Wicomico County,0
2022-05-31,21804,Salisbury,Wicomico County,71
2022-05-31,21810,Allen,Wicomico County,0
2022-05-31,21811,Berlin,Worcester County,97
2022-05-31,21813,Bishopville,Worcester County,18
2022-05-31,21814,Bivalve,Wicomico County,1
2022-05-31,21817,Crisfield,Somerset County,8
2022-05-31,21821,Deal Island,Somerset County,2
2022-05-31,21822,Eden,Worcester County,8
2022-05-31,21824,Ewell,Somerset County,0
2022-05-31,21826,Fruitland,Wicomico County,11
2022-05-31,21829,Girdletree,Worcester County,0
2022-05-31,21830,Hebron,Wicomico County,12
2022-05-31,21835,Linkwood,Dorchester County,0
2022-05-31,21836,Manokin,Somerset County,0
2022-05-31,21837,Mardela Springs,Wicomico County,4
2022-05-31,21838,Marion Station,Somerset County,2
2022-05-31,21840,Nanticoke,Wicomico County,2
