Zip_Code,City,County,Current_Actual_EV_Registrations,Current_Predicted_EV_Registrations,Predicted_EV_Registrations_1_Year,Predicted_EV_Registrations_3_Years,Predicted_EV_Registrations_5_Years,Charging_Station_Count,Current_Need_Score,Need_Score_1_Year,Need_Score_3_Years,Need_Score_5_Years
21405,Annapolis,Anne Arundel County,30,31,43,72,136,0,31.0,43.0,72.0,136.0
20779,Tracys Landing,Anne Arundel County,34,36,43,69,133,0,36.0,43.0,69.0,133.0
20880,Washington Grove,Montgomery County,32,32,45,67,130,0,32.0,45.0,67.0,130.0
21655,Preston,Caroline County,30,32,44,67,130,0,32.0,44.0,67.0,130.0
20662,Nanjemoy,Charles County,26,26,32,61,127,0,26.0,32.0,61.0,127.0
21917,Colora,Cecil County,28,28,39,61,121,0,28.0,39.0,61.0,121.0
21623,Church Hill,Queen Anne's County,25,27,39,63,121,0,27.0,39.0,63.0,121.0
20701,Annapolis Junction,Howard County,27,28,39,61,118,0,28.0,39.0,61.0,118.0
20862,Brinklow,Montgomery County,27,28,39,61,118,0,28.0,39.0,61.0,118.0
21541,Mc Henry,Garrett County,30,32,38,61,114,0,32.0,38.0,61.0,114.0
21639,Greensboro,Caroline County,29,28,39,61,114,0,28.0,39.0,61.0,114.0
21661,Rock Hall,Kent County,29,28,39,61,114,0,28.0,39.0,61.0,114.0
21561,Swanton,Garrett County,27,27,37,57,104,0,27.0,37.0,57.0,104.0
20664,Newburg,Charles County,37,37,51,94,193,1,18.5,25.5,47.0,96.5
20645,Issue,Charles County,21,22,28,49,94,0,22.0,28.0,49.0,94.0
20693,Welcome,Charles County,18,19,27,49,94,0,19.0,27.0,49.0,94.0
20868,Spencerville,Montgomery County,24,25,32,55,93,0,25.0,32.0,55.0,93.0
21160,Whiteford,Harford County,18,18,28,48,88,0,18.0,28.0,48.0,88.0
21757,Keymar,Carroll County,21,22,28,49,88,0,22.0,28.0,49.0,88.0
21005,Aberdeen Proving Ground,Harford County,33,32,50,88,175,1,16.0,25.0,44.0,87.5
21056,Gibson Island,Anne Arundel County,19,20,27,48,87,0,20.0,27.0,48.0,87.0
20658,Marbury,Charles County,18,20,27,48,87,0,20.0,27.0,48.0,87.0
21849,Parsonsburg,Wicomico County,21,18,27,48,86,0,18.0,27.0,48.0,86.0
21817,Crisfield,Somerset County,22,23,28,48,83,0,23.0,28.0,48.0,83.0
21660,Ridgely,Caroline County,20,21,27,48,83,0,21.0,27.0,48.0,83.0
21625,Cordova,Talbot County,24,24,28,48,83,0,24.0,28.0,48.0,83.0
21202,Baltimore,Baltimore City,356,354,487,791,885,10,32.2,44.3,71.9,80.5
21837,Mardela Springs,Wicomico County,19,20,27,44,75,0,20.0,27.0,44.0,75.0
21662,Royal Oak,Talbot County,18,18,27,47,69,0,18.0,27.0,47.0,69.0
20617,Bryantown,Charles County,17,18,23,39,69,0,18.0,23.0,39.0,69.0
21657,Queen Anne,Queen Anne's County,16,16,20,39,67,0,16.0,20.0,39.0,67.0
21733,Fairplay,Washington County,18,20,27,43,65,0,20.0,27.0,43.0,65.0
21779,Rohrersville,Washington County,20,21,28,43,65,0,21.0,28.0,43.0,65.0
21635,Galena,Kent County,27,27,36,44,65,0,27.0,36.0,44.0,65.0
21822,Eden,Worcester County,18,18,26,46,62,0,18.0,26.0,46.0,62.0
21850,Pittsville,Wicomico County,16,18,21,39,62,0,18.0,21.0,39.0,62.0
21912,Warwick,Cecil County,18,17,23,39,61,0,17.0,23.0,39.0,61.0
21678,Worton,Kent County,16,16,18,33,61,0,16.0,18.0,33.0,61.0
20684,Saint Inigoes,Saint Mary's County,29,31,43,56,56,0,31.0,43.0,56.0,56.0
20628,Dameron,Saint Mary's County,17,16,27,44,56,0,16.0,27.0,44.0,56.0
20620,Callaway,Saint Mary's County,19,20,25,44,56,0,20.0,25.0,44.0,56.0
21918,Conowingo,Cecil County,27,27,34,55,56,0,27.0,34.0,55.0,56.0
20674,Piney Point,Saint Mary's County,26,27,38,56,56,0,27.0,38.0,56.0,56.0
20690,Tall Timbers,Saint Mary's County,29,31,39,56,56,0,31.0,39.0,56.0,56.0
20630,Drayden,Saint Mary's County,18,16,21,32,56,0,16.0,21.0,32.0,56.0
21201,Baltimore,Baltimore City,284,290,397,663,817,14,19.3,26.5,44.2,54.5
20765,Galesville,Anne Arundel County,10,20,27,39,53,0,20.0,27.0,39.0,53.0
21750,Hancock,Washington County,17,18,22,32,51,0,18.0,22.0,32.0,51.0
21250,Baltimore,Baltimore County,19,21,28,51,98,1,10.5,14.0,25.5,49.0
21051,Fork,Baltimore County,12,12,14,28,48,0,12.0,14.0,28.0,48.0
21651,Millington,Kent County,15,16,16,27,48,0,16.0,16.0,27.0,48.0
21780,Sabillasville,Frederick County,14,14,16,25,44,0,14.0,16.0,25.0,44.0
21838,Marion Station,Somerset County,11,11,14,19,38,0,11.0,14.0,19.0,38.0
21632,Federalsburg,Caroline County,14,16,14,20,37,0,16.0,14.0,20.0,37.0
21722,Clear Spring,Washington County,31,32,32,32,32,0,32.0,32.0,32.0,32.0
21077,Harmans,Anne Arundel County,7,9,23,28,28,0,9.0,23.0,28.0,28.0
20758,Friendship,Anne Arundel County,17,16,18,18,18,0,16.0,18.0,18.0,18.0
21402,Annapolis,Anne Arundel County,10,14,18,18,18,0,14.0,18.0,18.0,18.0
21631,East New Market,Dorchester County,16,18,18,18,18,0,18.0,18.0,18.0,18.0
21531,Friendsville,Garrett County,9,11,14,14,14,0,11.0,14.0,14.0,14.0
20839,Beallsville,Montgomery County,9,10,12,14,14,0,10.0,12.0,14.0,14.0
21082,Hydes,Baltimore County,11,12,14,14,14,0,12.0,14.0,14.0,14.0
21536,Grantsville,Garrett County,14,13,14,14,14,0,13.0,14.0,14.0,14.0
21871,Westover,Somerset County,9,9,12,14,14,0,9.0,12.0,14.0,14.0
21645,Kennedyville,Kent County,13,13,14,14,14,0,13.0,14.0,14.0,14.0
21520,Accident,Garrett County,13,13,14,14,14,0,13.0,14.0,14.0,14.0
20680,Ridge,Saint Mary's County,9,8,12,13,13,0,8.0,12.0,13.0,13.0
20670,Patuxent River,Saint Mary's County,8,6,11,13,13,0,6.0,11.0,13.0,13.0
21914,Charlestown,Cecil County,12,12,13,13,13,0,12.0,13.0,13.0,13.0
21778,Rocky Ridge,Frederick County,10,12,13,13,13,0,12.0,13.0,13.0,13.0
21671,Tilghman,Talbot County,13,14,13,13,13,0,14.0,13.0,13.0,13.0
21714,Braddock Heights,Frederick County,13,13,13,13,13,0,13.0,13.0,13.0,13.0
21719,Cascade,Washington County,9,9,12,13,13,0,9.0,12.0,13.0,13.0
21652,Neavitt,Talbot County,9,10,13,13,13,0,10.0,13.0,13.0,13.0
21717,Buckeystown,Frederick County,9,8,12,13,13,0,8.0,12.0,13.0,13.0
21679,Wye Mills,Talbot County,9,8,12,13,13,0,8.0,12.0,13.0,13.0
21869,Vienna,Dorchester County,10,12,13,13,13,0,12.0,13.0,13.0,13.0
20621,Chaptico,Saint Mary's County,12,13,13,13,13,0,13.0,13.0,13.0,13.0
20618,Bushwood,Saint Mary's County,9,7,13,13,13,0,7.0,13.0,13.0,13.0
20611,Bel Alton,Charles County,13,12,13,13,13,0,12.0,13.0,13.0,13.0
20608,Aquasco,Prince George's County,12,12,13,13,13,0,12.0,13.0,13.0,13.0
21062,Glen Burnie,Anne Arundel County,12,13,12,12,12,0,13.0,12.0,12.0,12.0
21557,Rawlings,Allegany County,8,8,8,8,8,0,8.0,8.0,8.0,8.0
20838,Barnesville,Montgomery County,8,8,8,8,8,0,8.0,8.0,8.0,8.0
21555,Oldtown,Allegany County,8,8,8,8,8,0,8.0,8.0,8.0,8.0
20609,Avenue,Saint Mary's County,8,8,8,8,8,0,8.0,8.0,8.0,8.0
20625,Cobb Island,Charles County,8,7,8,8,8,0,7.0,8.0,8.0,8.0
21071,Glyndon,Baltimore County,7,8,8,8,8,0,8.0,8.0,8.0,8.0
21668,Sudlersville,Queen Anne's County,8,8,8,8,8,0,8.0,8.0,8.0,8.0
21677,Woolford,Dorchester County,7,7,7,7,7,0,7.0,7.0,7.0,7.0
21612,Bozman,Talbot County,7,7,7,7,7,0,7.0,7.0,7.0,7.0
21856,Quantico,Wicomico County,6,7,7,7,7,0,7.0,7.0,7.0,7.0
21649,Marydel,Caroline County,7,7,7,7,7,0,7.0,7.0,7.0,7.0
21872,Whaleyville,Worcester County,7,8,7,7,7,0,8.0,7.0,7.0,7.0
21023,Butler,Baltimore County,6,6,6,6,6,0,6.0,6.0,6.0,6.0
20771,Greenbelt,Prince George's County,6,6,6,6,6,0,6.0,6.0,6.0,6.0
21665,Sherwood,Talbot County,6,6,6,6,6,0,6.0,6.0,6.0,6.0
21530,Flintstone,Allegany County,6,6,6,6,6,0,6.0,6.0,6.0,6.0
21562,Westernport,Allegany County,6,5,6,6,6,0,5.0,6.0,6.0,6.0
20692,Valley Lee,Saint Mary's County,6,6,6,6,6,0,6.0,6.0,6.0,6.0
21913,Cecilton,Cecil County,6,6,6,6,6,0,6.0,6.0,6.0,6.0
21767,Maugansville,Washington County,6,6,6,6,6,0,6.0,6.0,6.0,6.0
21640,Henderson,Caroline County,5,4,5,5,5,0,4.0,5.0,5.0,5.0
21861,Sharptown,Wicomico County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
21628,Crumpton,Queen Anne's County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
21156,Upper Falls,Baltimore County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
21821,Deal Island,Somerset County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
21864,Stockton,Worcester County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
21874,Willards,Wicomico County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
20615,Broomes Island,Calvert County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
21762,Libertytown,Frederick County,5,5,5,5,5,0,5.0,5.0,5.0,5.0
21718,Burkittsville,Frederick County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
21676,Wittman,Talbot County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
20606,Abell,Saint Mary's County,4,3,4,4,4,0,3.0,4.0,4.0,4.0
21010,Gunpowder,Harford County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
21545,Mount Savage,Allegany County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
20859,Potomac,Montgomery County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
21529,Ellerslie,Allegany County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
20889,Bethesda,Montgomery County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
21841,Newark,Worcester County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
21659,Rhodesdale,Dorchester County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
20632,Faulkner,Charles County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
20624,Clements,Saint Mary's County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
20687,Scotland,Saint Mary's County,4,4,4,4,4,0,4.0,4.0,4.0,4.0
21814,Bivalve,Wicomico County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21790,Tuscarora,Frederick County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21624,Claiborne,Talbot County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21664,Secretary,Dorchester County,3,4,3,3,3,0,4.0,3.0,3.0,3.0
21734,Funkstown,Washington County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21667,Still Pond,Kent County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21052,Fort Howard,Baltimore County,3,4,3,3,3,0,4.0,3.0,3.0,3.0
21711,Big Pool,Washington County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
20667,Park Hall,Saint Mary's County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21840,Nanticoke,Wicomico County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
20686,Saint Marys City,Saint Mary's County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21610,Betterton,Kent County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21607,Barclay,Queen Anne's County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21622,Church Creek,Dorchester County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21521,Barton,Allegany County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
20612,Benedict,Charles County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21648,Madison,Dorchester County,3,2,3,3,3,0,2.0,3.0,3.0,3.0
21636,Goldsboro,Caroline County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
20626,Coltons Point,Saint Mary's County,3,3,3,3,3,0,3.0,3.0,3.0,3.0
21647,Mcdaniel,Talbot County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21653,Newcomb,Talbot County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21539,Lonaconing,Allegany County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21404,Annapolis,Anne Arundel County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21766,Little Orleans,Allegany County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
20725,Laurel,Prince George's County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21930,Georgetown,Cecil County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
20752,Suitland,Prince George's County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
20629,Dowell,Calvert County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
20717,Bowie,Prince George's County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21130,Perryman,Harford County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21829,Girdletree,Worcester County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
21022,Brooklandville,Baltimore County,2,2,2,2,2,0,2.0,2.0,2.0,2.0
20898,Gaithersburg,Montgomery County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21287,Baltimore,Baltimore City,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21644,Ingleside,Queen Anne's County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21235,Baltimore,Baltimore City,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21524,Corriganville,Allegany County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
20824,Bethesda,Montgomery County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21720,Cavetown,Washington County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21669,Taylors Island,Dorchester County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21765,Lisbon,Howard County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21627,Crocheron,Dorchester County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
20875,Germantown,Montgomery County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21538,Kitzmiller,Garrett County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
20885,Gaithersburg,Montgomery County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
21865,Tyaskin,Wicomico County,1,1,1,1,1,0,1.0,1.0,1.0,1.0
20742,College Park,Prince George's County,2,2,2,2,2,2,0.7,0.7,0.7,0.7
21412,Annapolis,Anne Arundel County,1,1,1,1,1,1,0.5,0.5,0.5,0.5
20892,Bethesda,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21281,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21528,Eckhart Mines,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21523,Bloomington,Garrett County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21522,Bittinger,Garrett County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21505,Cumberland,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21503,Cumberland,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21504,Cumberland,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21411,Annapolis,Anne Arundel County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21501,Cumberland,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21290,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21289,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21297,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21298,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21283,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21284,Baltimore,Baltimore County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21285,Baltimore,Baltimore County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21288,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21282,Baltimore,Baltimore County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21279,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21275,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21278,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21852,Powellville,Wicomico County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21857,Rehobeth,Somerset County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21866,Tylerton,Somerset County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21867,Upper Fairmount,Somerset County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21265,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21843,Ocean City,Worcester County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20643,Ironsides,Charles County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20635,Helen,Saint Mary's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21862,Showell,Worcester County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20610,Barstow,Calvert County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21902,Perry Point,Cecil County,0,0,0,0,0,1,0.0,0.0,0.0,0.0
21890,Westover,Somerset County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21656,Price,Queen Anne's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21264,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21263,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21252,Baltimore,Baltimore County,0,0,0,0,0,2,0.0,0.0,0.0,0.0
21241,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21251,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20997,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21233,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20915,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20916,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20993,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20918,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20914,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21641,Hillsboro,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21650,Massey,Kent County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20913,Takoma Park,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20830,Olney,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20827,Bethesda,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20825,Chevy Chase,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21634,Fishing Creek,Dorchester County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21540,Luke,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20884,Gaithersburg,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20883,Gaithersburg,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21543,Midlothian,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21606,Easton,Talbot County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20857,Rockville,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20848,Rockville,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20849,Rockville,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20847,Rockville,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21609,Bethlehem,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21626,Crapo,Dorchester County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20813,Bethesda,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21556,Pinto,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21542,Midland,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21560,Spring Gap,Allegany County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21274,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21273,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21270,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21268,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21280,Baltimore,Baltimore City,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20897,Suburb Maryland Fac,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20894,Bethesda,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20907,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20899,Gaithersburg,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20891,Kensington,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21683,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20775,Upper Marlboro,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20773,Upper Marlboro,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21688,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21687,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21686,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21685,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21684,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20791,Capitol Heights,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20797,Southern Md Facility,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20792,Upper Marlboro,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20790,Capitol Heights,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21672,Toddville,Dorchester County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21675,Wingate,Dorchester County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21670,Templeville,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21682,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20787,Hyattsville,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20788,Hyattsville,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21681,Ridgely,Caroline County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20738,Riverdale,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20731,Capitol Heights,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20726,Laurel,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20911,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20908,Silver Spring,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21027,Chase,Baltimore County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21018,Benson,Harford County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21020,Boring,Baltimore County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21106,Mayo,Anne Arundel County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21065,Hunt Valley,Baltimore County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21041,Ellicott City,Howard County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21709,Frederick,Frederick County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20750,Oxon Hill,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20749,Fort Washington,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20753,District Heights,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20757,Temple Hills,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21690,Chestertown,Queen Anne's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21705,Frederick,Frederick County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21715,Brownsville,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21721,Chewsville,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20799,Capitol Heights,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20810,Bethesda,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20811,Bethesda,Montgomery County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20768,Greenbelt,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20719,Bowie,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20718,Bowie,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21759,Ladiesburg,Frederick County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21749,Hagerstown,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21747,Hagerstown,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20741,College Park,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21746,Hagerstown,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21741,Hagerstown,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21803,Salisbury,Wicomico County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21802,Salisbury,Wicomico County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21792,Unionville,Frederick County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20661,Mount Victoria,Charles County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20656,Loveville,Saint Mary's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20660,Morganza,Saint Mary's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21775,New Midway,Frederick County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20697,Southern Md Facility,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21781,Saint James,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20682,Rock Point,Charles County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21748,Hagerstown,Washington County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20703,Lanham,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20704,Beltsville,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20709,Laurel,Prince George's County,0,0,0,0,0,0,0.0,0.0,0.0,0.0
